Stimulus,TargetScore,features,Cluster,Time Period,Frequency,Estimator,SHAP_value
Senryu,Originality,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,-1.9837193689119967
Senryu,Originality,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.056090004495803134
Senryu,Originality,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,7.503622988314441
Senryu,Originality,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,4.025957912640448
Senryu,Originality,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,2.856958367452014
Senryu,Originality,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,-7.627728365235662
Senryu,Originality,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,-0.45431997533465523
Senryu,Originality,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,7.909023262337483
Senryu,Originality,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,-0.2621914544417511
Senryu,Originality,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.9948742680423244
Senryu,Originality,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,1.0471866125393094
Senryu,Originality,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,2.489172709116791
Senryu,Originality,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,2.469018123913986
Senryu,Originality,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,-1.0968930303195008
Senryu,Originality,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,3.105058888878006
Senryu,Originality,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,5.531716009161252
Senryu,Originality,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,0.3556628851015321
Senryu,Originality,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,8.8244720207708
Senryu,Originality,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,0.2978998679666555
Senryu,Originality,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,5.965003622356319
Senryu,Originality,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,0.29881378873197756
Senryu,Originality,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.6587443010566394
Senryu,Originality,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,2.0586265285398144
Senryu,Originality,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,1.9296009592175127
Senryu,Originality,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.4216637609291815
Senryu,Originality,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-0.5138915389267779
Senryu,Originality,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,1.8249358416079204
Senryu,Originality,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,4.83302465080187
Senryu,Originality,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.4565477783840987
Senryu,Originality,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,2.1993298161231842
Senryu,Originality,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,7.513311125014885
Senryu,Originality,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.7110493689132578
Senryu,Originality,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.3447689240975018
Senryu,Originality,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.2919235150180857
Senryu,Originality,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,-3.217046957097684
Senryu,Originality,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,1.4603132413084592
Senryu,Originality,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,1.6744537613724557
Senryu,Originality,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,-0.43665274615428173
Senryu,Originality,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,0.08173135660752921
Senryu,Originality,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,2.152462557022199
Senryu,Originality,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,1.5610235647910187
Senryu,Originality,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,-1.4388663839830256
Senryu,Originality,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,8.923084581939673
Senryu,Originality,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.9715471157781332
Senryu,Originality,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,0.4236504906663018
Senryu,Originality,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,1.890513508013919
Senryu,Originality,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,0.1688991479569947
Senryu,Originality,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,13.867376342576105
Senryu,Originality,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,3.96054713119761
Senryu,Originality,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.5582297472045689
Senryu,Originality,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,-6.7816780709174695
Senryu,Originality,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,0.028835556076720528
Senryu,Originality,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,21.851817923163384
Senryu,Originality,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.9278643789293821
Senryu,Originality,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,-2.4574622922168428
Senryu,Originality,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,4.218397768630261
Senryu,Originality,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,-0.20541586071579374
Senryu,Originality,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-0.7299127356725973
Senryu,Originality,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.7686162264122749
Senryu,Vivid_Imagery,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,-15.401823017526576
Senryu,Vivid_Imagery,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,3.231318949245123
Senryu,Vivid_Imagery,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.46826300417916905
Senryu,Vivid_Imagery,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.12804640054380678
Senryu,Vivid_Imagery,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,0.23047320125670662
Senryu,Vivid_Imagery,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,1.6149508964316213
Senryu,Vivid_Imagery,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,-6.448050087666347
Senryu,Vivid_Imagery,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,0.6244096180803093
Senryu,Vivid_Imagery,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,0.28353863655126155
Senryu,Vivid_Imagery,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-3.5733920005843345
Senryu,Vivid_Imagery,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,4.093124287427196
Senryu,Vivid_Imagery,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-2.647828069650186
Senryu,Vivid_Imagery,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,-0.034594980712540184
Senryu,Vivid_Imagery,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,4.18845508825865
Senryu,Vivid_Imagery,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.2166022027397188
Senryu,Vivid_Imagery,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,29.407774233571864
Senryu,Vivid_Imagery,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,7.404390615142563
Senryu,Vivid_Imagery,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-0.04452461593918407
Senryu,Vivid_Imagery,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,5.680060079523865
Senryu,Vivid_Imagery,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,0.14284308169464321
Senryu,Vivid_Imagery,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,3.7848941213619414
Senryu,Vivid_Imagery,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-0.058579685254940235
Senryu,Vivid_Imagery,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,-7.955375098828367
Senryu,Vivid_Imagery,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,-24.34203116919255
Senryu,Vivid_Imagery,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.1544190292712292
Senryu,Vivid_Imagery,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,-0.0006782055983702694
Senryu,Vivid_Imagery,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,-7.098101482737766
Senryu,Vivid_Imagery,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,0.11662571588955993
Senryu,Vivid_Imagery,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,46.13861849515373
Senryu,Vivid_Imagery,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,55.825792602865285
Senryu,Vivid_Imagery,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,3.250713981685002
Senryu,Vivid_Imagery,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,-1.4901901120174421
Senryu,Vivid_Imagery,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,-1.7043696993308048
Senryu,Vivid_Imagery,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,-0.08808814030166426
Senryu,Vivid_Imagery,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,2.4419328158841647
Senryu,Vivid_Imagery,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,0.6903704155376944
Senryu,Vivid_Imagery,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,-0.5312705656783773
Senryu,Vivid_Imagery,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,0.03907567121398798
Senryu,Vivid_Imagery,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,-0.02205673291890439
Senryu,Vivid_Imagery,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.612058265289845
Senryu,Vivid_Imagery,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,45.83321166240814
Senryu,Vivid_Imagery,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,-2.4117477396689164
Senryu,Vivid_Imagery,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,-0.4063547475046332
Senryu,Vivid_Imagery,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,2.484021827745822
Senryu,Vivid_Imagery,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,-0.0003842016130368806
Senryu,Vivid_Imagery,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,-0.01911252546523169
Senryu,Vivid_Imagery,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,0.12170257449549282
Senryu,Vivid_Imagery,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,-0.023632699172759317
Senryu,Vivid_Imagery,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-8.198474716371065
Senryu,Vivid_Imagery,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.43894345214180946
Senryu,Vivid_Imagery,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,-0.23720708250125067
Senryu,Vivid_Imagery,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,3.160004775836169
Senryu,Vivid_Imagery,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,24.51854578894556
Senryu,Vivid_Imagery,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,5.739173198036476
Senryu,Vivid_Imagery,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,0.2912041327484208
Senryu,Vivid_Imagery,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,3.4512924584022064
Senryu,Vivid_Imagery,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,-0.049549795662989074
Senryu,Vivid_Imagery,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,-5.271852158497741
Senryu,Vivid_Imagery,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,0.0
Senryu,Vivid_Imagery,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,0.0050945461109864615
Senryu,Vivid_Imagery,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,-0.00012968187737071867
Senryu,Vivid_Imagery,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,8.964905511854147
Senryu,Vivid_Imagery,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,-0.1745393648070989
Senryu,Vivid_Imagery,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,-0.13051125838644181
Senryu,Vivid_Imagery,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,-0.014967543932537639
Senryu,Vivid_Imagery,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,136.35012248017927
Senryu,Vivid_Imagery,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,-0.027985294738853465
Senryu,Vivid_Imagery,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,-12.770595180744026
Senryu,Vivid_Imagery,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,-0.6952550103099014
Senryu,Vivid_Imagery,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,18.409564193110324
Senryu,Vivid_Imagery,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,8.91681049726739
Senryu,Vivid_Imagery,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,-0.2462814199315816
Senryu,Vivid_Imagery,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,-0.0536511786611963
Senryu,Vivid_Imagery,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.641186391108415
Senryu,Vivid_Imagery,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,1.642365036533317
Senryu,Vivid_Imagery,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,-0.35182388833675576
Senryu,Vivid_Imagery,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,0.0
Senryu,Vivid_Imagery,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-16.351748553752138
Senryu,Vivid_Imagery,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,0.0
